Date,Hour,Load
6/6/2008,10,178.9
6/6/2008,11,200.1
6/6/2008,12,220.4
6/6/2008,13,236.9
6/6/2008,14,250.7
6/6/2008,15,260.5
6/6/2008,16,265.8
6/6/2008,17,268.2
6/6/2008,18,267
6/6/2008,19,262.9
6/6/2008,20,252
6/6/2008,21,244.1
6/6/2008,22,237.7
6/6/2008,23,215.9
6/6/2008,24,191.2
6/7/2008,1,168.9
6/7/2008,2,154.3
6/7/2008,3,144.1
6/7/2008,4,136.6
6/7/2008,5,133.2
6/7/2008,6,132.1
6/7/2008,7,135.6
6/7/2008,8,157.1
6/7/2008,9,185.3
6/7/2008,10,211.3
6/7/2008,11,232.4
6/7/2008,12,251.7
6/7/2008,13,266.6
6/7/2008,14,275.7
6/7/2008,15,282.6
6/7/2008,16,288
6/7/2008,17,291.4
6/7/2008,18,290.7
6/7/2008,19,284.3
6/7/2008,20,270.1
6/7/2008,21,258.2
6/7/2008,22,250.7
6/7/2008,23,226.6
6/7/2008,24,198.9
6/8/2008,1,174.7
6/8/2008,2,159
6/8/2008,3,148.2
6/8/2008,4,140.3
6/8/2008,5,135.1
6/8/2008,6,131.7
6/8/2008,7,132.5
6/8/2008,8,153.7
6/8/2008,9,185.3
6/8/2008,10,214.9
6/8/2008,11,236.1
6/8/2008,12,253.2
6/8/2008,13,269
6/8/2008,14,281.3
6/8/2008,15,287.9
6/8/2008,16,291.9
6/8/2008,17,292.9
6/8/2008,18,291.5
6/8/2008,19,285.2
6/8/2008,20,274.9
6/8/2008,21,266.3
6/8/2008,22,259.5
6/8/2008,23,231.8
6/8/2008,24,202.2
6/9/2008,1,178.6
6/9/2008,2,164.9
6/9/2008,3,154.3
6/9/2008,4,147.4
6/9/2008,5,144.7
6/9/2008,6,146.6
6/9/2008,7,156.5
6/9/2008,8,173.8
6/9/2008,9,192.5
6/9/2008,10,214.5
6/9/2008,11,237.2
6/9/2008,12,253.4
6/9/2008,13,270.9
6/9/2008,14,279.7
6/9/2008,15,286.3
6/9/2008,16,290.4
6/9/2008,17,294.2
6/9/2008,18,295.9
6/9/2008,19,290.9
6/9/2008,20,275.1
6/9/2008,21,259.7
6/9/2008,22,258.7
6/9/2008,23,229.6
6/9/2008,24,200.4
6/10/2008,1,176
6/10/2008,2,161.5
6/10/2008,3,152
6/10/2008,4,145.8
6/10/2008,5,143.2
6/10/2008,6,145.4
6/10/2008,7,154.4
6/10/2008,8,172
6/10/2008,9,188.1
6/10/2008,10,209.8
6/10/2008,11,229.9
6/10/2008,12,250.6
6/10/2008,13,266.5
6/10/2008,14,278.2
6/10/2008,15,286.4
6/10/2008,16,289.4
6/10/2008,17,290.3
6/10/2008,18,286.8
6/10/2008,19,280.5
6/10/2008,20,268.4
6/10/2008,21,259.5
6/10/2008,22,250.7
6/10/2008,23,223.8
6/10/2008,24,195.9
6/11/2008,1,174.1
6/11/2008,2,160.8
6/11/2008,3,150.2
6/11/2008,4,142.2
6/11/2008,5,137.6
6/11/2008,6,138.8
6/11/2008,7,143.9
6/11/2008,8,160.2
6/11/2008,9,177.7
6/11/2008,10,197.2
6/11/2008,11,215.4
6/11/2008,12,230.5
6/11/2008,13,240.7
6/11/2008,14,247.4
6/11/2008,15,252.3
6/11/2008,16,255.7
6/11/2008,17,257.3
6/11/2008,18,254.8
6/11/2008,19,246.1
6/11/2008,20,230.4
6/11/2008,21,218.3
6/11/2008,22,212.1
6/11/2008,23,187.8
6/11/2008,24,162.7
6/12/2008,1,141.5
6/12/2008,2,130.4
6/12/2008,3,122.6
6/12/2008,4,116.5
6/12/2008,5,114.6
6/12/2008,6,117.2
6/12/2008,7,125.3
6/12/2008,8,140.8
6/12/2008,9,157.5
6/12/2008,10,175.4
6/12/2008,11,192
6/12/2008,12,205.9
6/12/2008,13,217.7
6/12/2008,14,228.8
6/12/2008,15,237.4
6/12/2008,16,243.8
6/12/2008,17,249.2
6/12/2008,18,249.3
6/12/2008,19,241.9
6/12/2008,20,224.9
6/12/2008,21,211.9
6/12/2008,22,204.9
6/12/2008,23,179.9
6/12/2008,24,152.1
6/13/2008,1,129.6
6/13/2008,2,116.4
6/13/2008,3,107.3
6/13/2008,4,102.3
6/13/2008,5,101.4
6/13/2008,6,104.3
6/13/2008,7,112.7
6/13/2008,8,129.4
6/13/2008,9,145.8
6/13/2008,10,165.7
6/13/2008,11,184.4
6/13/2008,12,200.5
6/13/2008,13,212.8
6/13/2008,14,223.4
6/13/2008,15,232.6
6/13/2008,16,239.2
6/13/2008,17,243.1
6/13/2008,18,243.1
6/13/2008,19,224.4
6/13/2008,20,211.9
6/13/2008,21,203.8
6/13/2008,22,196.8
6/13/2008,23,174.3
6/13/2008,24,150.3
6/14/2008,1,127.9
6/14/2008,2,114.4
6/14/2008,3,106
6/14/2008,4,100.4
6/14/2008,5,97.9
6/14/2008,6,97.9
6/14/2008,7,100
6/14/2008,8,119.1
6/14/2008,9,142.7
6/14/2008,10,165.7
6/14/2008,11,187.8
6/14/2008,12,207.4
6/14/2008,13,223.4
6/14/2008,14,235.7
6/14/2008,15,244
6/14/2008,16,250.5
6/14/2008,17,255.3
6/14/2008,18,256
6/14/2008,19,249.3
6/14/2008,20,233.3
6/14/2008,21,221.2
6/14/2008,22,213.9
6/14/2008,23,192.2
6/14/2008,24,168.4
6/15/2008,1,147.1
6/15/2008,2,134.1
6/15/2008,3,125.7
6/15/2008,4,120.4
6/15/2008,5,117.1
6/15/2008,6,116.5
6/15/2008,7,117.8
6/15/2008,8,130.7
6/15/2008,9,148.9
6/15/2008,10,163
6/15/2008,11,169.9
6/15/2008,12,174.4
6/15/2008,13,183.3
6/15/2008,14,194.9
6/15/2008,15,204.6
6/15/2008,16,212.6
6/15/2008,17,217.8
6/15/2008,18,221
6/15/2008,19,218.2
6/15/2008,20,207.8
6/15/2008,21,199
6/15/2008,22,197.2
6/15/2008,23,176.6
6/15/2008,24,153
6/16/2008,1,134.3
6/16/2008,2,123.2
6/16/2008,3,116.6
6/16/2008,4,112.7
6/16/2008,5,111.6
6/16/2008,6,114.3
6/16/2008,7,120.4
6/16/2008,8,135.6
6/16/2008,9,154.4
6/16/2008,10,175.5
6/16/2008,11,198.1
6/16/2008,12,218.5
6/16/2008,13,232.4
6/16/2008,14,243.1
6/16/2008,15,249.7
6/16/2008,16,254.3
6/16/2008,17,259.8
6/16/2008,18,262.1
6/16/2008,19,255.8
6/16/2008,20,239.5
6/16/2008,21,225.5
6/16/2008,22,219
6/16/2008,23,195.8
6/16/2008,24,170.3
6/17/2008,1,150.3
6/17/2008,2,137.6
6/17/2008,3,127.7
6/17/2008,4,120.3
6/17/2008,5,116.6
6/17/2008,6,116.3
6/17/2008,7,122.2
6/17/2008,8,137.1
6/17/2008,9,152
6/17/2008,10,169.4
6/17/2008,11,187.7
6/17/2008,12,202.3
6/17/2008,13,213.8
6/17/2008,14,224.8
6/17/2008,15,231.8
6/17/2008,16,238.2
6/17/2008,17,243.8
6/17/2008,18,245.1
6/17/2008,19,238.2
6/17/2008,20,220.1
6/17/2008,21,203.2
6/17/2008,22,194.9
6/17/2008,23,170.6
6/17/2008,24,145
6/18/2008,1,124.7
6/18/2008,2,113
6/18/2008,3,103.8
6/18/2008,4,98.8
6/18/2008,5,97.5
6/18/2008,6,100.3
6/18/2008,7,106.4
6/18/2008,8,119
6/18/2008,9,129.7
6/18/2008,10,141.7
6/18/2008,11,152.7
6/18/2008,12,163.2
6/18/2008,13,172.2
6/18/2008,14,181.4
6/18/2008,15,189.3
6/18/2008,16,197.9
6/18/2008,17,207.3
6/18/2008,18,212.4
6/18/2008,19,208.2
6/18/2008,20,191.7
6/18/2008,21,176.7
6/18/2008,22,171.3
6/18/2008,23,150.1
6/18/2008,24,126.6
6/19/2008,1,108.7
6/19/2008,2,99.4
6/19/2008,3,93.7
6/19/2008,4,90.2
6/19/2008,5,90.3
6/19/2008,6,94.3
6/19/2008,7,101.3
6/19/2008,8,115.1
6/19/2008,9,125.5
6/19/2008,10,138.9
6/19/2008,11,154
6/19/2008,12,167
6/19/2008,13,179.5
6/19/2008,14,190.4
6/19/2008,15,197.8
6/19/2008,16,205.2
6/19/2008,17,211.7
6/19/2008,18,212.5
6/19/2008,19,205.9
6/19/2008,20,191.6
6/19/2008,21,181.1
6/19/2008,22,179.2
6/19/2008,23,159.2
6/19/2008,24,136.8
6/20/2008,1,119.2
6/20/2008,2,110.6
6/20/2008,3,104.4
6/20/2008,4,100.9
6/20/2008,5,100.3
6/20/2008,6,102.3
6/20/2008,7,106.2
6/20/2008,8,121.6
6/20/2008,9,137.1
6/20/2008,10,151.4
6/20/2008,11,165.6
6/20/2008,12,181
6/20/2008,13,193.8
6/20/2008,14,204.7
6/20/2008,15,208.8
6/20/2008,16,212.1
6/20/2008,17,212.5
6/20/2008,18,205.2
6/20/2008,19,194
6/20/2008,20,180.9
6/20/2008,21,175.4
6/20/2008,22,175.7
6/20/2008,23,160.1
6/20/2008,24,140.9
6/21/2008,1,123.1
6/21/2008,2,112.1
6/21/2008,3,104.8
6/21/2008,4,100.8
6/21/2008,5,98.6
6/21/2008,6,98.8
6/21/2008,7,100.4
6/21/2008,8,113.8
6/21/2008,9,133.3
6/21/2008,10,148.8
6/21/2008,11,161.8
6/21/2008,12,173.4
6/21/2008,13,180
6/21/2008,14,177.6
6/21/2008,15,172.2
6/21/2008,16,172
6/21/2008,17,173.1
6/21/2008,18,175.4
6/21/2008,19,172.7
6/21/2008,20,164.6
6/21/2008,21,163.7
6/21/2008,22,166.7
6/21/2008,23,153.8
6/21/2008,24,135.5
6/22/2008,1,118.7
6/22/2008,2,108.9
6/22/2008,3,102.6
6/22/2008,4,98.8
6/22/2008,5,97.4
6/22/2008,6,96.6
6/22/2008,7,97.3
6/22/2008,8,114.8
6/22/2008,9,141.5
6/22/2008,10,164.6
6/22/2008,11,181.7
6/22/2008,12,195.3
6/22/2008,13,210.7
6/22/2008,14,222.3
6/22/2008,15,229.8
6/22/2008,16,233.9
6/22/2008,17,233.2
6/22/2008,18,226.8
6/22/2008,19,212
6/22/2008,20,197.8
6/22/2008,21,191.5
6/22/2008,22,187.9
6/22/2008,23,170.5
6/22/2008,24,151.6
6/23/2008,1,134.8
6/23/2008,2,124.9
6/23/2008,3,117.6
6/23/2008,4,113.2
6/23/2008,5,111.8
6/23/2008,6,116.7
6/23/2008,7,122.9
6/23/2008,8,134.4
6/23/2008,9,145.2
6/23/2008,10,158
6/23/2008,11,174.3
6/23/2008,12,188.5
6/23/2008,13,198.8
6/23/2008,14,207.1
6/23/2008,15,214.2
6/23/2008,16,219
6/23/2008,17,223.1
6/23/2008,18,225.6
6/23/2008,19,222.1
6/23/2008,20,211.2
6/23/2008,21,201.7
6/23/2008,22,198.1
6/23/2008,23,176.4
6/23/2008,24,151.3
6/24/2008,1,130.4
6/24/2008,2,118.6
6/24/2008,3,110.7
6/24/2008,4,106.2
6/24/2008,5,104.4
6/24/2008,6,108.1
6/24/2008,7,114.7
6/24/2008,8,130.9
6/24/2008,9,145.6
6/24/2008,10,161.6
6/24/2008,11,177.4
6/24/2008,12,192.1
6/24/2008,13,204.7
6/24/2008,14,215.3
6/24/2008,15,226.3
6/24/2008,16,235.6
6/24/2008,17,243.9
6/24/2008,18,247.7
6/24/2008,19,243.9
6/24/2008,20,226.9
6/24/2008,21,208.9
6/24/2008,22,199.6
6/24/2008,23,174.6
6/24/2008,24,148.6
6/25/2008,1,127.5
6/25/2008,2,115.6
6/25/2008,3,108.1
6/25/2008,4,103.2
6/25/2008,5,102.4
6/25/2008,6,106.4
6/25/2008,7,113.3
6/25/2008,8,128.8
6/25/2008,9,144.6
6/25/2008,10,166.3
6/25/2008,11,188.8
6/25/2008,12,209.6
6/25/2008,13,225
6/25/2008,14,237.9
6/25/2008,15,246.4
6/25/2008,16,254.4
6/25/2008,17,261.9
6/25/2008,18,266.5
6/25/2008,19,262.2
6/25/2008,20,245.7
6/25/2008,21,232.3
6/25/2008,22,225.9
6/25/2008,23,202.8
6/25/2008,24,176.9
6/26/2008,1,156
6/26/2008,2,143.9
6/26/2008,3,135.4
6/26/2008,4,129.9
6/26/2008,5,127.9
6/26/2008,6,131.5
6/26/2008,7,138.5
6/26/2008,8,154.4
6/26/2008,9,171.5
6/26/2008,10,191.8
6/26/2008,11,213.8
6/26/2008,12,232.9
6/26/2008,13,248.5
6/26/2008,14,261.5
6/26/2008,15,271.1
6/26/2008,16,275.6
6/26/2008,17,283.2
6/26/2008,18,284.4
6/26/2008,19,278.7
6/26/2008,20,264.2
6/26/2008,21,249.1
6/26/2008,22,243.9
6/26/2008,23,221.7
6/26/2008,24,196
6/27/2008,1,173
6/27/2008,2,159
6/27/2008,3,148
6/27/2008,4,140.1
6/27/2008,5,135.8
6/27/2008,6,136.4
6/27/2008,7,141.3
6/27/2008,8,160.6
6/27/2008,9,179.6
6/27/2008,10,199.6
6/27/2008,11,219.3
6/27/2008,12,235.4
6/27/2008,13,253.2
6/27/2008,14,265.5
6/27/2008,15,272.1
6/27/2008,16,271.3
6/27/2008,17,278.7
6/27/2008,18,275.8
6/27/2008,19,262.1
6/27/2008,20,246.2
6/27/2008,21,235.5
6/27/2008,22,227.4
6/27/2008,23,208.5
6/27/2008,24,185.7
6/28/2008,1,164.5
6/28/2008,2,151.1
6/28/2008,3,142.5
6/28/2008,4,136.3
6/28/2008,5,132.2
6/28/2008,6,131.2
6/28/2008,7,133.9
6/28/2008,8,153.2
6/28/2008,9,180
6/28/2008,10,204.2
6/28/2008,11,225.3
6/28/2008,12,242.8
6/28/2008,13,256.7
6/28/2008,14,267.9
6/28/2008,15,274.2
6/28/2008,16,280.5
6/28/2008,17,285.3
6/28/2008,18,287.7
6/28/2008,19,283.7
6/28/2008,20,269.1
6/28/2008,21,258.2
6/28/2008,22,255.8
6/28/2008,23,237
6/28/2008,24,214.1
6/29/2008,1,192.3
6/29/2008,2,175.4
6/29/2008,3,163.7
6/29/2008,4,155.1
6/29/2008,5,149.7
6/29/2008,6,147.6
6/29/2008,7,147.3
6/29/2008,8,165
6/29/2008,9,189.3
6/29/2008,10,209
6/29/2008,11,223.7
6/29/2008,12,236.7
6/29/2008,13,251.6
6/29/2008,14,260.5
6/29/2008,15,264.1
6/29/2008,16,267.8
6/29/2008,17,270.3
6/29/2008,18,274.5
6/29/2008,19,268.5
6/29/2008,20,253.4
6/29/2008,21,239.8
6/29/2008,22,226.6
6/29/2008,23,201
6/29/2008,24,175.3
6/30/2008,1,153.1
6/30/2008,2,139.4
6/30/2008,3,132.5
6/30/2008,4,127.9
6/30/2008,5,126.7
6/30/2008,6,130.7
6/30/2008,7,135.3
6/30/2008,8,149.5
6/30/2008,9,162.5
6/30/2008,10,174.7
6/30/2008,11,186.7
6/30/2008,12,200.7
6/30/2008,13,213.2
6/30/2008,14,223.9
6/30/2008,15,228.6
6/30/2008,16,235.6
6/30/2008,17,241.7
6/30/2008,18,242.8
6/30/2008,19,238.6
6/30/2008,20,223.7
6/30/2008,21,211.6
6/30/2008,22,208.9
6/30/2008,23,187.1
6/30/2008,24,162.8
7/1/2008,1,142.7
7/1/2008,2,130.1
7/1/2008,3,123.2
7/1/2008,4,118
7/1/2008,5,114.8
7/1/2008,6,116.3
7/1/2008,7,119.8
7/1/2008,8,132.3
7/1/2008,9,145
7/1/2008,10,161.2
7/1/2008,11,174.8
7/1/2008,12,187.9
7/1/2008,13,197.5
7/1/2008,14,205.5
7/1/2008,15,212.5
7/1/2008,16,220
7/1/2008,17,224.7
7/1/2008,18,226.7
7/1/2008,19,224
7/1/2008,20,210.1
7/1/2008,21,196.1
7/1/2008,22,192.5
7/1/2008,23,169.3
7/1/2008,24,144
7/2/2008,1,123.3
7/2/2008,2,111.1
7/2/2008,3,103.3
7/2/2008,4,98.8
7/2/2008,5,98
7/2/2008,6,101.2
7/2/2008,7,106.9
7/2/2008,8,122.2
7/2/2008,9,136.2
7/2/2008,10,152.8
7/2/2008,11,169.8
7/2/2008,12,184.6
7/2/2008,13,194.5
7/2/2008,14,204.6
7/2/2008,15,214.8
7/2/2008,16,225.2
7/2/2008,17,236.1
7/2/2008,18,242.3
7/2/2008,19,240.6
7/2/2008,20,223.5
7/2/2008,21,204.3
7/2/2008,22,197.3
7/2/2008,23,174.3
7/2/2008,24,149.5
7/3/2008,1,126.9
7/3/2008,2,115.4
7/3/2008,3,107.4
7/3/2008,4,102.3
7/3/2008,5,101.3
7/3/2008,6,103.4
7/3/2008,7,108.9
7/3/2008,8,126.6
7/3/2008,9,146.4
7/3/2008,10,166.2
7/3/2008,11,185.4
7/3/2008,12,202.4
7/3/2008,13,214.9
7/3/2008,14,225.1
7/3/2008,15,233.3
7/3/2008,16,239.8
7/3/2008,17,246.7
7/3/2008,18,250.6
7/3/2008,19,247.4
7/3/2008,20,231.1
7/3/2008,21,217
7/3/2008,22,213.4
7/3/2008,23,194.6
7/3/2008,24,172.2
7/4/2008,1,150.7
7/4/2008,2,135.8
7/4/2008,3,126.1
7/4/2008,4,119.9
7/4/2008,5,117.1
7/4/2008,6,115.7
7/4/2008,7,116.2
7/4/2008,8,135.5
7/4/2008,9,164.9
7/4/2008,10,194.5
7/4/2008,11,219.2
7/4/2008,12,237.3
7/4/2008,13,252.8
7/4/2008,14,262.7
7/4/2008,15,269.5
7/4/2008,16,272.3
7/4/2008,17,274.4
7/4/2008,18,274.5
7/4/2008,19,265.2
7/4/2008,20,245.9
7/4/2008,21,228.5
7/4/2008,22,214.6
7/4/2008,23,204.7
7/4/2008,24,185.1
7/5/2008,1,162
7/5/2008,2,147.1
7/5/2008,3,136.1
7/5/2008,4,129.4
7/5/2008,5,125.1
7/5/2008,6,123.3
7/5/2008,7,122
7/5/2008,8,136.8
7/5/2008,9,160.1
7/5/2008,10,181.7
7/5/2008,11,198.9
7/5/2008,12,214.6
7/5/2008,13,227.1
7/5/2008,14,236.8
7/5/2008,15,240.5
7/5/2008,16,243.2
7/5/2008,17,246
7/5/2008,18,237.5
7/5/2008,19,223.7
7/5/2008,20,208
7/5/2008,21,200.8
7/5/2008,22,192.8
7/5/2008,23,176.1
7/5/2008,24,157.5
7/6/2008,1,138.5
7/6/2008,2,125.8
7/6/2008,3,118.1
7/6/2008,4,114
7/6/2008,5,112.1
7/6/2008,6,112.7
7/6/2008,7,112.1
7/6/2008,8,123.2
7/6/2008,9,143.2
7/6/2008,10,160.6
7/6/2008,11,173.6
7/6/2008,12,186.5
7/6/2008,13,198.6
7/6/2008,14,210.4
7/6/2008,15,222
7/6/2008,16,230.2
7/6/2008,17,230.1
7/6/2008,18,225.9
7/6/2008,19,210.4
7/6/2008,20,196.2
7/6/2008,21,189.2
7/6/2008,22,181.6
7/6/2008,23,163.7
7/6/2008,24,146.2
7/7/2008,1,129.4
7/7/2008,2,119.1
7/7/2008,3,112.5
7/7/2008,4,109
7/7/2008,5,108
7/7/2008,6,111.2
7/7/2008,7,116.5
7/7/2008,8,126.8
7/7/2008,9,139
7/7/2008,10,155.8
7/7/2008,11,172.8
7/7/2008,12,189.7
7/7/2008,13,203.7
7/7/2008,14,214.3
7/7/2008,15,223.4
7/7/2008,16,232.6
7/7/2008,17,240.4
7/7/2008,18,244
7/7/2008,19,241.9
7/7/2008,20,229
7/7/2008,21,215.8
7/7/2008,22,211.3
7/7/2008,23,189.6
7/7/2008,24,165.1
7/8/2008,1,144.3
7/8/2008,2,133.4
7/8/2008,3,124.8
7/8/2008,4,119.8
7/8/2008,5,119.3
7/8/2008,6,123.3
7/8/2008,7,129.8
7/8/2008,8,143.3
7/8/2008,9,158.7
7/8/2008,10,178.8
7/8/2008,11,200.4
7/8/2008,12,219.5
7/8/2008,13,231.7
7/8/2008,14,239.4
7/8/2008,15,239.1
7/8/2008,16,224.3
7/8/2008,17,209.9
7/8/2008,18,197
7/8/2008,19,194.5
7/8/2008,20,186
7/8/2008,21,183.3
7/8/2008,22,184.1
7/8/2008,23,168.5
7/8/2008,24,150.1
7/9/2008,1,133.8
7/9/2008,2,123.4
7/9/2008,3,116.1
7/9/2008,4,111.9
7/9/2008,5,111
7/9/2008,6,115.4
7/9/2008,7,122.1
7/9/2008,8,133.6
7/9/2008,9,143.4
7/9/2008,10,153.9
7/9/2008,11,158.3
7/9/2008,12,163.4
7/9/2008,13,168.8
7/9/2008,14,173.4
7/9/2008,15,177.9
7/9/2008,16,185
7/9/2008,17,193
7/9/2008,18,203.5
7/9/2008,19,210.9
7/9/2008,20,205.3
7/9/2008,21,200.9
7/9/2008,22,189.2
7/9/2008,23,168.7
7/9/2008,24,148.9
7/10/2008,1,133.2
7/10/2008,2,123.8
7/10/2008,3,117.1
7/10/2008,4,113.2
7/10/2008,5,112.9
7/10/2008,6,117
7/10/2008,7,121.3
7/10/2008,8,132.4
7/10/2008,9,144.2
7/10/2008,10,157.2
7/10/2008,11,170.5
7/10/2008,12,180.2
7/10/2008,13,189.2
7/10/2008,14,199.3
7/10/2008,15,210.3
7/10/2008,16,220.7
7/10/2008,17,230.4
7/10/2008,18,235.1
7/10/2008,19,231.3
7/10/2008,20,218.7
7/10/2008,21,210.1
7/10/2008,22,205.5
7/10/2008,23,185.3
7/10/2008,24,161.8
7/11/2008,1,142.2
7/11/2008,2,130.2
7/11/2008,3,121.8
7/11/2008,4,117.2
7/11/2008,5,115.9
7/11/2008,6,119.6
7/11/2008,7,125.9
7/11/2008,8,133.5
7/11/2008,9,141.1
7/11/2008,10,150
7/11/2008,11,158.6
7/11/2008,12,167.2
7/11/2008,13,174.6
7/11/2008,14,181.7
7/11/2008,15,190.4
7/11/2008,16,200.9
7/11/2008,17,211.2
7/11/2008,18,215.8
7/11/2008,19,213.9
7/11/2008,20,203.6
7/11/2008,21,193.5
7/11/2008,22,190.5
7/11/2008,23,172.6
7/11/2008,24,151.1
7/12/2008,1,130.9
7/12/2008,2,118.5
7/12/2008,3,110.1
7/12/2008,4,105.2
7/12/2008,5,102.9
7/12/2008,6,103.3
7/12/2008,7,103.2
7/12/2008,8,118.3
7/12/2008,9,140.2
7/12/2008,10,161.5
7/12/2008,11,179.2
7/12/2008,12,193.8
7/12/2008,13,206.1
7/12/2008,14,212.5
7/12/2008,15,219.7
7/12/2008,16,226.3
7/12/2008,17,231.9
7/12/2008,18,233.4
7/12/2008,19,228.1
7/12/2008,20,212.5
7/12/2008,21,198.2
7/12/2008,22,193.2
7/12/2008,23,172.8
7/12/2008,24,150
7/13/2008,1,128
7/13/2008,2,115
7/13/2008,3,106.3
7/13/2008,4,101
7/13/2008,5,98
7/13/2008,6,97
7/13/2008,7,96.3
7/13/2008,8,112.3
7/13/2008,9,138.9
7/13/2008,10,165.2
7/13/2008,11,183.2
7/13/2008,12,196.9
7/13/2008,13,210.6
7/13/2008,14,224.6
7/13/2008,15,235.2
7/13/2008,16,243.2
7/13/2008,17,248.9
7/13/2008,18,251.1
7/13/2008,19,246
7/13/2008,20,231.8
7/13/2008,21,220.6
7/13/2008,22,213.4
7/13/2008,23,190.3
7/13/2008,24,164.6
7/14/2008,1,143.3
7/14/2008,2,131.4
7/14/2008,3,123.4
7/14/2008,4,118.2
7/14/2008,5,116.6
7/14/2008,6,120.1
7/14/2008,7,125
7/14/2008,8,138.6
7/14/2008,9,154.6
7/14/2008,10,172.9
7/14/2008,11,190.8
7/14/2008,12,204.2
7/14/2008,13,210.6
7/14/2008,14,211.9
7/14/2008,15,209.9
7/14/2008,16,206
7/14/2008,17,204
7/14/2008,18,203.1
7/14/2008,19,199.4
7/14/2008,20,190.5
7/14/2008,21,188.5
7/14/2008,22,188.7
7/14/2008,23,171.4
7/14/2008,24,151.1
7/15/2008,1,133.4
7/15/2008,2,123.9
7/15/2008,3,117.4
7/15/2008,4,113.4
7/15/2008,5,113.6
7/15/2008,6,118.9
7/15/2008,7,124.2
7/15/2008,8,134.7
7/15/2008,9,147.6
7/15/2008,10,165.3
7/15/2008,11,181.5
7/15/2008,12,194.5
7/15/2008,13,206
7/15/2008,14,215.4
7/15/2008,15,219.7
7/15/2008,16,225.6
7/15/2008,17,230.7
7/15/2008,18,233.8
7/15/2008,19,230
7/15/2008,20,215.3
7/15/2008,21,200.8
7/15/2008,22,196
7/15/2008,23,172.4
7/15/2008,24,147.2
7/16/2008,1,127.2
7/16/2008,2,115.3
7/16/2008,3,107.9
7/16/2008,4,103.2
7/16/2008,5,102.7
7/16/2008,6,107.8
7/16/2008,7,113.5
7/16/2008,8,128
7/16/2008,9,143.1
7/16/2008,10,160
7/16/2008,11,177.1
7/16/2008,12,192.8
7/16/2008,13,205.3
7/16/2008,14,214.9
7/16/2008,15,223.8
7/16/2008,16,231
7/16/2008,17,238.2
7/16/2008,18,240.9
7/16/2008,19,234.8
7/16/2008,20,218.2
7/16/2008,21,200.9
7/16/2008,22,193.8
7/16/2008,23,170.3
7/16/2008,24,144.5
7/17/2008,1,125.3
7/17/2008,2,113.7
7/17/2008,3,106.6
7/17/2008,4,102.2
7/17/2008,5,101.4
7/17/2008,6,105.8
7/17/2008,7,111.6
7/17/2008,8,126
7/17/2008,9,140.9
7/17/2008,10,158.8
7/17/2008,11,177.6
7/17/2008,12,193.8
7/17/2008,13,207.5
7/17/2008,14,219.1
7/17/2008,15,227.5
7/17/2008,16,237.5
7/17/2008,17,246.9
7/17/2008,18,251.2
7/17/2008,19,247.1
7/17/2008,20,230.6
7/17/2008,21,212.9
7/17/2008,22,203.8
7/17/2008,23,178.4
7/17/2008,24,150.8
7/18/2008,1,128.6
7/18/2008,2,116.2
7/18/2008,3,108.2
7/18/2008,4,102.8
7/18/2008,5,101.7
7/18/2008,6,105.2
7/18/2008,7,110.4
7/18/2008,8,125.2
7/18/2008,9,142.1
7/18/2008,10,162.4
7/18/2008,11,185
7/18/2008,12,204.6
7/18/2008,13,221.3
7/18/2008,14,235
7/18/2008,15,245.6
7/18/2008,16,254.6
7/18/2008,17,261.4
7/18/2008,18,261.6
7/18/2008,19,257.3
7/18/2008,20,241.8
7/18/2008,21,228.2
7/18/2008,22,221.5
7/18/2008,23,199.2
7/18/2008,24,175.3
7/19/2008,1,152.5
7/19/2008,2,138.8
7/19/2008,3,128.8
7/19/2008,4,122
7/19/2008,5,118.1
7/19/2008,6,117.6
7/19/2008,7,117.4
7/19/2008,8,134.6
7/19/2008,9,162.9
7/19/2008,10,189.4
7/19/2008,11,211.5
7/19/2008,12,229.1
7/19/2008,13,241.7
7/19/2008,14,250.8
7/19/2008,15,258.3
7/19/2008,16,262.1
7/19/2008,17,264.8
7/19/2008,18,263
7/19/2008,19,255.7
7/19/2008,20,240.2
7/19/2008,21,227.8
7/19/2008,22,223.5
7/19/2008,23,203.4
7/19/2008,24,180
7/20/2008,1,159
7/20/2008,2,146.2
7/20/2008,3,135.4
7/20/2008,4,129.8
7/20/2008,5,125.9
7/20/2008,6,125.4
7/20/2008,7,124.5
7/20/2008,8,141
7/20/2008,9,173.4
7/20/2008,10,201.7
7/20/2008,11,219
7/20/2008,12,229.7
7/20/2008,13,239.4
7/20/2008,14,248.3
7/20/2008,15,252.8
7/20/2008,16,255
7/20/2008,17,256.1
7/20/2008,18,255.2
7/20/2008,19,249.9
7/20/2008,20,237
7/20/2008,21,227.6
7/20/2008,22,222.3
7/20/2008,23,198.7
7/20/2008,24,173.7
7/21/2008,1,153
7/21/2008,2,140.7
7/21/2008,3,132.4
7/21/2008,4,127
7/21/2008,5,126.1
7/21/2008,6,129.3
7/21/2008,7,133.7
7/21/2008,8,147.7
7/21/2008,9,167.8
7/21/2008,10,191.6
7/21/2008,11,215.8
7/21/2008,12,237.6
7/21/2008,13,255.5
7/21/2008,14,269.7
7/21/2008,15,277.8
7/21/2008,16,284.9
7/21/2008,17,291.8
7/21/2008,18,291.7
7/21/2008,19,285.5
